10	10	100	54
10	10	100	60
10	10	100	70
10	10	100	50
11	11	121	87
11	11	121	67
11	11	121	68
11	11	121	73
12	12	144	101
12	12	144	98
12	12	144	93
12	12	144	91
13	13	169	78
13	13	169	89
13	13	169	108
13	13	169	109
14	14	196	125
14	14	196	105
14	14	196	151
14	14	196	119
15	15	225	146
15	15	225	130
15	15	225	115
15	15	225	125
16	16	256	167
16	16	256	141
16	16	256	158
16	16	256	147
17	17	289	178
17	17	289	181
17	17	289	194
17	17	289	165
18	18	324	190
18	18	324	223
18	18	324	202
18	18	324	202
19	19	361	205
19	19	361	244
19	19	361	223
19	19	361	213
20	20	400	175
20	20	400	203
20	20	400	235
20	20	400	265
21	21	441	275
21	21	441	270
21	21	441	258
21	21	441	279
22	22	484	308
22	22	484	309
22	22	484	281
22	22	484	268
23	23	529	326
23	23	529	310
23	23	529	316
23	23	529	330
24	24	576	302
24	24	576	331
24	24	576	328
24	24	576	305
25	25	625	398
25	25	625	372
25	25	625	390
25	25	625	346
26	26	676	403
26	26	676	400
26	26	676	418
26	26	676	412
27	27	729	411
27	27	729	424
27	27	729	498
27	27	729	474
28	28	784	498
28	28	784	439
28	28	784	467
28	28	784	479
29	29	841	505
29	29	841	572
29	29	841	519
29	29	841	480
30	30	900	511
30	30	900	537
30	30	900	531
30	30	900	525
31	31	961	515
31	31	961	576
31	31	961	570
31	31	961	518
32	32	1024	617
32	32	1024	620
32	32	1024	622
32	32	1024	558
33	33	1089	689
33	33	1089	700
33	33	1089	673
33	33	1089	692
34	34	1156	701
34	34	1156	687
34	34	1156	739
34	34	1156	748
35	35	1225	688
35	35	1225	777
35	35	1225	697
35	35	1225	735
36	36	1296	772
36	36	1296	749
36	36	1296	775
36	36	1296	683
37	37	1369	829
37	37	1369	838
37	37	1369	847
37	37	1369	842
38	38	1444	956
38	38	1444	832
38	38	1444	888
38	38	1444	829
39	39	1521	974
39	39	1521	883
39	39	1521	842
39	39	1521	861
40	40	1600	924
40	40	1600	980
40	40	1600	909
40	40	1600	989
41	41	1681	968
41	41	1681	1082
41	41	1681	1064
41	41	1681	979
42	42	1764	1039
42	42	1764	1027
42	42	1764	1062
42	42	1764	1086
43	43	1849	1091
43	43	1849	1177
43	43	1849	1176
43	43	1849	1139
44	44	1936	1242
44	44	1936	1107
44	44	1936	1187
44	44	1936	1111
45	45	2025	1172
45	45	2025	1207
45	45	2025	1185
45	45	2025	1164
46	46	2116	1223
46	46	2116	1216
46	46	2116	1134
46	46	2116	1310
47	47	2209	1267
47	47	2209	1316
47	47	2209	1308
47	47	2209	1319
48	48	2304	1352
48	48	2304	1438
48	48	2304	1337
48	48	2304	1435
49	49	2401	1570
49	49	2401	1498
49	49	2401	1426
49	49	2401	1334
50	50	2500	1487
50	50	2500	1482
50	50	2500	1587
50	50	2500	1509
51	51	2601	1596
51	51	2601	1475
51	51	2601	1544
51	51	2601	1674
52	52	2704	1582
52	52	2704	1542
52	52	2704	1604
52	52	2704	1624
53	53	2809	1706
53	53	2809	1570
53	53	2809	1597
53	53	2809	1674
54	54	2916	1734
54	54	2916	1722
54	54	2916	1765
54	54	2916	1735
55	55	3025	1742
55	55	3025	1828
55	55	3025	1656
55	55	3025	1890
56	56	3136	1854
56	56	3136	1847
56	56	3136	1806
56	56	3136	2013
57	57	3249	1954
57	57	3249	1962
57	57	3249	1947
57	57	3249	2021
58	58	3364	1993
58	58	3364	2031
58	58	3364	1870
58	58	3364	2001
59	59	3481	1984
59	59	3481	2206
59	59	3481	2278
59	59	3481	2003
60	60	3600	2003
60	60	3600	2035
60	60	3600	2163
60	60	3600	2046
61	61	3721	2167
61	61	3721	2177
61	61	3721	2182
61	61	3721	2195
62	62	3844	2251
62	62	3844	2249
62	62	3844	2273
62	62	3844	2239
63	63	3969	2190
63	63	3969	2478
63	63	3969	2297
63	63	3969	2230
64	64	4096	2471
64	64	4096	2709
64	64	4096	2597
64	64	4096	2463
65	65	4225	2278
65	65	4225	2561
65	65	4225	2485
65	65	4225	2545
66	66	4356	2686
66	66	4356	2459
66	66	4356	2580
66	66	4356	2699
67	67	4489	2751
67	67	4489	2703
67	67	4489	2785
67	67	4489	2664
68	68	4624	2795
68	68	4624	2583
68	68	4624	2705
68	68	4624	2648
69	69	4761	2680
69	69	4761	2762
69	69	4761	2697
69	69	4761	2870
70	70	4900	2844
70	70	4900	2961
70	70	4900	2904
70	70	4900	2745
71	71	5041	2977
71	71	5041	2868
71	71	5041	2973
71	71	5041	2978
72	72	5184	2968
72	72	5184	3185
72	72	5184	2931
72	72	5184	3036
73	73	5329	3186
73	73	5329	3460
73	73	5329	3299
73	73	5329	3152
74	74	5476	3157
74	74	5476	3089
74	74	5476	3358
74	74	5476	3387
75	75	5625	3321
75	75	5625	3229
75	75	5625	3383
75	75	5625	3245
76	76	5776	3487
76	76	5776	3324
76	76	5776	3383
76	76	5776	3323
77	77	5929	3391
77	77	5929	3570
77	77	5929	3478
77	77	5929	3511
78	78	6084	3549
78	78	6084	3590
78	78	6084	3514
78	78	6084	3522
79	79	6241	3862
79	79	6241	3801
79	79	6241	3709
79	79	6241	3568
80	80	6400	3931
80	80	6400	3986
80	80	6400	3827
80	80	6400	3655
81	81	6561	3891
81	81	6561	3897
81	81	6561	4055
81	81	6561	3770
82	82	6724	4029
82	82	6724	4113
82	82	6724	3928
82	82	6724	4008
