10	10	100	58
11	11	121	73
12	12	144	95
13	13	169	96
14	14	196	125
15	15	225	129
16	16	256	153
17	17	289	179
18	18	324	204
19	19	361	221
20	20	400	219
21	21	441	270
22	22	484	291
23	23	529	320
24	24	576	316
25	25	625	376
26	26	676	408
27	27	729	451
28	28	784	470
29	29	841	519
30	30	900	526
31	31	961	544
32	32	1024	604
33	33	1089	688
34	34	1156	718
35	35	1225	724
36	36	1296	744
37	37	1369	839
38	38	1444	876
39	39	1521	890
40	40	1600	950
41	41	1681	1023
42	42	1764	1053
43	43	1849	1145
44	44	1936	1161
45	45	2025	1182
46	46	2116	1220
47	47	2209	1302
48	48	2304	1390
49	49	2401	1457
50	50	2500	1516
51	51	2601	1572
52	52	2704	1588
53	53	2809	1636
54	54	2916	1739
55	55	3025	1779
56	56	3136	1880
57	57	3249	1971
58	58	3364	1973
59	59	3481	2117
60	60	3600	2061
61	61	3721	2180
62	62	3844	2253
63	63	3969	2298
64	64	4096	2560
65	65	4225	2467
66	66	4356	2606
67	67	4489	2725
68	68	4624	2682
69	69	4761	2752
70	70	4900	2863
71	71	5041	2949
72	72	5184	3030
73	73	5329	3274
74	74	5476	3247
75	75	5625	3294
76	76	5776	3379
77	77	5929	3487
78	78	6084	3543
79	79	6241	3735
80	80	6400	3849
81	81	6561	3903
82	82	6724	4019
83	83	6889	4072
84	84	7056	4140
85	85	7225	4173
86	86	7396	4365
87	87	7569	4574
88	88	7744	4690
89	89	7921	4672
90	90	8100	4733
91	91	8281	4918
92	92	8464	5005
93	93	8649	5045
94	94	8836	5201
95	95	9025	5283
96	96	9216	5403
97	97	9409	5549
98	98	9604	5615
99	99	9801	5779
100	100	10000	5975
101	101	10201	6060
102	102	10404	6224
103	103	10609	6307
104	104	10816	6560
105	105	11025	6479
106	106	11236	6653
107	107	11449	6814
108	108	11664	6917
109	109	11881	6879
110	110	12100	7249
111	111	12321	7436
112	112	12544	7423
113	113	12769	7541
114	114	12996	7636
115	115	13225	7963
116	116	13456	7937
117	117	13689	8136
118	118	13924	8138
119	119	14161	8356
120	120	14400	8505
121	121	14641	8575
122	122	14884	8876
123	123	15129	8963
124	124	15376	9309
125	125	15625	9169
126	126	15876	9422
127	127	16129	9629
128	128	16384	9627
129	129	16641	9949
130	130	16900	10174
131	131	17161	10194
132	132	17424	10298
133	133	17689	10609
134	134	17956	10626
135	135	18225	10647
136	136	18496	11095
137	137	18769	11097
138	138	19044	11342
139	139	19321	11398
140	140	19600	11601
141	141	19881	11608
142	142	20164	11822
143	143	20449	12156
144	144	20736	12255
145	145	21025	12450
146	146	21316	12756
147	147	21609	12825
148	148	21904	12957
149	149	22201	13259
150	150	22500	13363
151	151	22801	13293
152	152	23104	13845
153	153	23409	14041
154	154	23716	13973
155	155	24025	14648
156	156	24336	14421
157	157	24649	14662
158	158	24964	14791
159	159	25281	14887
160	160	25600	15075
161	161	25921	15184
162	162	26244	15702
163	163	26569	15781
164	164	26896	15855
165	165	27225	16208
166	166	27556	16450
167	167	27889	16578
168	168	28224	16617
169	169	28561	16781
170	170	28900	17091
171	171	29241	17432
172	172	29584	17904
173	173	29929	17602
174	174	30276	17676
175	175	30625	18228
176	176	30976	18246
177	177	31329	18607
178	178	31684	18715
179	179	32041	19154
180	180	32400	18987
181	181	32761	19422
182	182	33124	19770
183	183	33489	19896
184	184	33856	20140
185	185	34225	20254
186	186	34596	20484
187	187	34969	20450
188	188	35344	20823
189	189	35721	21274
190	190	36100	21600
191	191	36481	21548
192	192	36864	21839
193	193	37249	21920
194	194	37636	22690
195	195	38025	22238
196	196	38416	22879
197	197	38809	23080
198	198	39204	23436
199	199	39601	23405
200	200	40000	23457
